# series_id: BIS_NARROW_DEPOSITS
# description: BIS LBS: Deposits to China (L_INSTR=G), USD-equiv
# generated: 2026-03-31T23:06:31.613074+00:00
# rows: 43
#
date,value_bn,series_id,instrument,counterparty,currency,position,unit,is_correct_for_slr_hypothesis,note
2017-07-01,2353.692023,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2017-10-01,2362.3664980000003,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2018-01-01,2671.771636,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2018-04-01,2594.436145,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2018-07-01,2870.564522,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2018-10-01,2903.728219,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2019-01-01,2728.504219,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2019-04-01,2761.80528,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2019-07-01,2675.192962,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2019-10-01,2778.9033,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2020-01-01,2773.964753,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2020-04-01,3121.712185,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2020-07-01,3282.066078,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2020-10-01,3687.6982080000002,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2021-01-01,3732.594694,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2021-04-01,4206.428621,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2021-07-01,3867.38841,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2021-10-01,4189.695427,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2022-01-01,3797.756868,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2022-04-01,3498.414387,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2022-07-01,3244.169777,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2022-10-01,3279.236914,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2023-01-01,3249.8959409999998,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2023-04-01,2929.500598,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2023-07-01,3533.254487,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2023-10-01,3443.6199420000003,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2024-01-01,3087.002365,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2024-04-01,3523.629986,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2024-07-01,3701.1512789999997,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2024-10-01,3544.193229,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2025-01-01,4306.732989,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2025-04-01,4266.472557,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
2025-07-01,3876.3839850000004,BIS_NARROW_DEPOSITS,L_INSTR=G,CN (China),TO1 (USD-equivalent),L (Total liabilities),USD billions,True,Deposit/interbank instrument code 'G'. This is the entry point for SLR transmission: Chinese surplus dollars deposited at GlobalBankCo. Correct series for testing deposit -> repo -> basis trade chain.
